LATITUDES,LONGITUDES
43.4887907,-112.03628
37.6624312,-121.8746789
35.2622654,-81.1838186
39.950724,-86.2616968
39.9526791,-74.1968257
29.8946952,-81.3145395
33.144920299999995,-94.96676389972136
39.7683331,-86.1583502
42.8867166,-78.8783922
38.1617133,-88.0653123
34.1705609,-118.8375937
27.718086,-82.351759
34.7370639,-82.2542834
26.6091509,-81.652407
35.1770785,-94.2654285
35.4108278,-80.8429304
41.9438129,-71.2806515
35.9603948,-83.9210261
41.6362152,-70.934205
38.7902503,-90.7033292
45.373343,-84.95533
51.1251275,1.3134228
40.7596198,-111.886797
38.5810606,-121.493895
35.3738712,-119.0194639
44.5645659,-123.2620435
32.753177,-97.3327459
38.73048295,-93.55450538524886
46.4587486,-119.0172292
32.8406946,-83.6324022
30.3321838,-81.655651
34.1851017,-83.9251809
47.6038321,-122.330062
34.0537971,-117.2610925
38.4493315,-78.8688833
41.4828144,-87.3328139
35.1460249,-90.0517638
34.7465071,-92.2896267
33.4946353,-117.1473661
57.7904509,-136.3199143
40.767323,-74.2048677
26.1223084,-80.1433786
31.549333,-97.1466695
44.9497487,-93.0931028
40.6061337,-111.9395211
41.258841,-95.8519484
47.6765382,-122.2070775
39.39645905,-76.61481481790992
32.2228765,-110.9748477
33.9412127,-84.2135309
38.9529442,-76.9408647
39.8005505,-105.0811573
42.7320307,-84.4721678
36.8411336,-83.22678
39.6482059,-104.9879641
52.666667,1.0
39.0180508,-77.1956331355745
41.8119602,-79.2654452
35.8460396,-86.3921096
41.7728699,-88.1479278
50.7132064,-2.4371229
34.729847,-86.5859011
51.8958799,-0.5561042
37.5385087,-77.43428
45.7430293,-91.923109
38.98127255,-77.12335871396549
25.7741728,-80.19362
33.7489924,-84.3902644
37.3361663,-121.890591
39.4233043,-84.5936897
36.7295295,-119.70886126075588
39.0300191,-77.46964646557657
28.0394654,-81.9498042
29.6185669,-95.5377215
33.1580933,-117.3505966
34.1812089,-118.307201
41.3139426,-81.6851271
41.7653764,-72.1981334
29.1871986,-82.1400923
53.6475988,-3.0041751
40.6548253,-73.6717969
37.4443293,-122.1598465
30.6324149,-87.0396881
28.469648,-16.2540884
37.3705777,-77.0605098
41.8072344,-91.4940604
41.3144733,-81.83511
38.0472916,-89.8107962
41.6012796,-85.8590603
31.528902,35.0944873
52.2055314,0.1186637
38.0772859,-89.3760499
39.0595047,-84.5474432
42.4564323,-71.064182
47.6144219,-122.192337
30.4764878,-96.6353488
41.083064,-81.518485
33.4942189,-111.9260184
48.8176714,6.0982683
37.9020731,-122.0618702
38.6476702,-107.0603126
39.0924792,-94.4137923
39.1670396,-86.5342881
38.4224548,27.1310699
34.1361187,-117.865339
34.2242902,-118.4453745
33.4151005,-111.831455
26.2378597,-80.1247667
40.2205944,-74.7597219
36.1622767,-86.7742984
38.8950368,-77.0365427
28.2441768,-82.7192671
36.4077545,-109.22696452080706
47.1870191,-122.1702293
34.851354,-82.3984882
42.1608585,-88.0814651
37.959055,-93.3334746
29.9118897,-95.3024351
45.6754622,6.3925417
31.701277,-90.3975928
39.0817985,-77.1516844
38.8339578,-104.825348
41.9441774,-94.1137041
43.9702453,-71.8742626
40.518681,-78.394736
48.0849312,-123.1096706
41.650927,-73.7629088
39.613321,-105.016649
40.7576063,-93.3182112
33.3967079,-86.1597137
36.5963395,-119.450402
40.756494,-122.9366462745098
32.912624,-96.6388833
27.9477595,-82.458444
34.1476452,-118.1444779
27.6387163,-80.3975399
34.0980031,-118.329523
35.2272086,-80.8430827
38.5972705,-89.751762
41.8239891,-71.4128343
4.099917,-72.9088133
40.03813,-76.3056686
38.4391517,-89.1627456
28.5421109,-81.3790304
32.7884363,-79.9399309
38.7566055,-90.42352
33.2002659,-95.2231752
51.4538022,-2.5972985
33.2467807,-84.2640904
40.8506558,-73.8665241
33.4484367,-112.074141
38.0350094,-98.718816
36.3302284,-119.292058
32.8795266,-111.757311
42.2681569,-83.7312291
53.3493795,-6.2605593
40.7944504,-77.8616386
41.3082138,-72.9250518
39.5261206,-119.8126581
38.4226711,-90.3758287
52.4796992,-1.9026911
26.6059432,-81.9806771
35.3994626,-81.9023191
47.313494,-122.33931
40.1045549,-74.951279
32.77725975,-97.80455986920202
57.5066357,-5.0038367
42.3554334,-71.060511
42.6829765,-89.0226793
43.6008183,-116.24210864118032
34.0550328,-117.1827445
39.900076,-79.7164326
33.6633386,-117.903317
33.6856969,-117.8259819
33.9930677,-117.968675
39.7886111,-82.6418883
40.1936892,-85.3865271
40.5543106,-123.1830839
39.9181686,-75.071284
38.8051095,-77.0470229
45.829404,-95.791994
32.7589648,-97.7970748
51.16175085,-3.0753867062227487
39.9448402,-75.1198911
38.029306,-78.4766781
30.2711286,-97.7436995
33.5723191,-81.6182086
39.7990175,-89.6439575
40.8358846,14.2487679
33.4255117,-111.9400164
35.269381,-106.632819
38.3565773,-121.9877444
33.1626194,-96.9375051
29.396013,-94.9175485
37.7249296,-122.1560768
34.3541659,-119.0592705
40.7987113,-74.2390353
40.7787016,-80.7648602
33.937517,-117.2305944
33.98208635,-117.51535113578817
44.811349,-91.4984941
35.7803977,-78.6390989
38.3031837,-77.4605399
43.8122836,-91.2514355
33.9887165,-83.8979573
34.6731323,-86.0338765
40.920966,-73.093714
39.315134,-84.2209419
40.9115386,-73.7826363
38.9530559,-77.35021396591173
40.1164841,-88.2430932
43.7698712,11.2555757
43.0630734,-86.2283864
43.08436,-79.0614686
30.6485191,-91.1564961
33.3527632,-111.789037
39.1014537,-84.5124602
41.6664781,-81.3399769
45.3990409,-72.721834
30.6867339,-88.0848929
33.8901096,-117.8249705
40.9312099,-73.8987469
44.2613967,-88.4069744
38.2542376,-85.759407
30.627848,-81.59022781318026
40.7761465,-87.7364218
43.5488256,-96.7307737
39.8560679,-4.0239568
47.5315625,-122.6384056
40.4376858,-90.6780272
34.9248667,-81.0250784
35.272671450000004,-80.43557136558476
37.9747795,-122.5316686
38.577359,-92.1724265
42.9522855,-77.5902759
26.1907543,-97.6960599
41.5623178,-72.6509061
31.3151708,-85.8552161
35.4798757,-79.1802994
41.8489872,-72.5717551
42.0447388,-87.6930459
43.6521775,-94.4610832
41.764582,-72.6908547
29.0283213,-81.3031098
35.2225717,-97.4394816
28.5031572,-96.6736551
34.0709576,-84.2747329
37.8709542,-96.2471338
32.4709761,-85.0007653
33.2000368,-117.2425355
33.629247,-112.3681428
32.7174202,-117.1627728
35.0841034,-106.650985
53.9590555,-1.0815361
51.5941903,-0.286181
30.0798826,-95.4172549
30.4868564,-90.9562125
34.0718195,-78.1914215
42.291707,-85.5872286
40.5173165,-75.7774177
42.3702996,-87.9020186
35.3848841,-77.9927651
33.6170092,-117.9294401
41.1469917,-73.9902998
39.0836224,-84.508371
41.1496775,-81.2082
38.8790615,-97.1893341
39.7459468,-75.546589
50.6530593,-1.1536287
30.7621326,-86.5705084
40.8088861,-96.7077751
45.0082216,-93.0456985
30.8118989,-93.740504
40.0103522,-79.9008808
38.4192496,-82.445154
28.2996183,-82.4522702
27.82826,-82.37187856336033
32.3528055,-90.8777342
41.5644476,-93.7594059
33.7494951,-117.8732213
28.0443842,-81.1437541
34.0751571,-118.036849
34.0659329,-84.6768796
30.0056275,-97.1559077
42.5803122,-83.0302033
38.0464066,-84.4970393
40.4416941,-79.9900861
43.074761,-89.3837613
36.1345807,-80.6595079
44.0998341,-87.827992
42.3472958,-76.8452351
46.877229,-96.789821
41.4996574,-81.6936772
33.0186699,-80.1762704
38.84487,-77.43540260778344
44.942431,-65.0680746
34.3076252,-118.4492148
41.6274511,-93.7380243
34.1033192,-117.5751735
35.9131542,-79.05578
46.2087066,-119.119919
37.9317766,-121.696026
28.1067315,-81.6287423
41.5261437,-87.8892189
43.4200387,-83.9490365
42.9156667,-96.5159408
36.0726355,-79.7919754
37.6922361,-97.3375448
39.6428362,-84.2866083
42.2000966,-71.4245049
45.5616075,-94.1642004
40.125222,-87.6304614
50.8746139,0.0051153241109362
34.6381255,-99.3339754
36.8030501,-98.6660278
40.8559314,-73.2006687
47.0451022,-122.8950075
33.3967829,-84.5957629
44.0172242,-93.5885717
53.3899497,-2.5943178
28.2662775,-80.66369844594115
40.1847671,-89.580938
41.2814842,-73.4981792
40.9275987,-73.9973608
40.7492678,-73.6406845
-20.397,115.5584
39.1399187,-77.1929215
37.89378315,-122.46982625681169
38.671387,-120.94054470702578
38.1495947,-79.072557
41.156928,-85.4884616
40.8042674,-74.012084
34.1008426,-117.7678355
36.8529841,-75.9774183
40.5710454,-111.8953815
32.8342952,-97.2289029
42.1722503,-88.42692
35.035821600000006,-120.4964189159617
42.0022247,-90.6071297
29.6519684,-82.3249846
40.2981599,-111.6944313
38.5806948,-90.6314374
32.6098566,-85.4807825
35.6009498,-82.5540161
32.4707862,-93.7559378
6.328034,-10.797788
33.5204959,-84.3591713
31.2578221,-95.9785301
38.4087993,-121.3716178
30.4393696,-97.6200043
41.0751048,-111.9741925
38.9719384,-95.2359496
42.0811563,-87.9802164
31.7550511,-106.4882345
21.304547,-157.855676
38.661953,-90.5643258
33.8907278,-78.5683446
26.640628,-81.8723084
44.6402434,-93.1435497
39.7658796,-90.3990129
30.2043259,-92.0298813
41.865054,-80.789809
42.0708765,-83.2465957
41.4730948,-87.0611412
45.2627428,-94.1244271
45.4371908,12.3345898
41.9758872,-91.6704053
36.4884715,-79.7667026
20.8510965,-156.32371705593866
42.617236,8.9546269
41.1151372,-74.1493948
50.3712659,-4.1425658
50.90220945,-2.5322173487363937
42.3315509,-83.0466403
41.1175966,-73.4078968
43.207178,-71.537476
37.3688301,-122.036349
38.7071247,-121.2810611
32.4490141,-81.7832912
40.8842653,-72.9373262
55.9495699,-3.1914536
40.121497,-75.3399048
34.2203056,-78.0335992
42.2410562,-83.613055
40.0149856,-105.270545
32.3643098,-88.703656
38.2856247,-85.8241312
37.0833893,-88.6000478
41.5034271,-74.0104179
33.1505998,-96.8238183
37.0439358,-93.3098534
41.4169806,-87.3653136
40.7759334,-74.6007142
42.4396039,-76.4968019
30.1071543,-93.7746117
38.7911098,-75.1671987
39.9686517,-89.1623092
30.705029,-99.2233284
37.496904,-122.3330573
44.4761601,-73.212906
41.000028,19.9999619
29.9759983,-90.0782127
32.7931661,-94.344488
44.650051,-93.2432791
-29.1963971,27.9175581
34.8269276,-82.5817053
26.339806,-81.7786972
44.9391565,-123.033121
42.1969689,-88.0934108
32.3512601,-95.3010624
30.0443879,31.2357257
51.6714842,-1.2779715
42.583645,-83.2454883
52.3730796,4.8924534
41.7728108,-78.0192691
33.8347516,-117.911732
37.4137536,-79.1422464
34.4263886,-117.3008784
37.9755648,23.7348324
39.7589478,-84.1916069
28.9174855,-81.9228604
38.9997621,-77.02403709829767
43.4925843,-70.4533844
34.2542084,-110.029832
33.6956461,-78.8900409
34.1508718,-118.4489865
45.3573429,-122.6067583
27.7703796,-82.6695085
42.3294391,-88.4605713
46.4843023,30.7322878
47.3037547,-88.3650984
37.5131191,-77.3465081
43.4112973,-76.1279841
36.0998131,-80.2440518
29.0552507,-82.0623105
41.3125552,-81.4401129
45.7162129,-94.0481042
34.0561486,-79.2465447
61.2163129,-149.894852
42.6875323,-83.2341028
44.386072,-95.890302
53.4794892,-2.2451148
38.8462236,-77.3063733
44.4927889,-88.9650419
41.3581545,-72.5637023
32.182598,-95.7893178
39.896454,-82.4201539
34.0827278,-118.4479802
42.4184296,-71.1061639
41.6086711,-88.2054345
40.5834557,-74.1496048
28.0683496,-80.5603303
38.8976997,-77.03655315
25.9140277,-97.4890879
33.4198886,-94.4479626
47.2455013,-122.438329
33.7825194,-117.2286478
39.5462048,-107.8776144
41.5824086,-85.834366
33.5855677,-101.8470215
37.5482697,-121.988571
38.4404925,-122.7141049
-24.522583,-48.1093489
55.3430696,-131.6466819
40.0640001,-75.1865661
35.5298937,-92.0312818
27.2939333,-80.3503283
37.9747645,-87.5558483
29.7946641,-98.7319703
30.0860459,-94.1018461
40.5130953,-74.8591333
41.9412081,-72.7273158
41.4086874,-75.6621294
27.5214269,-82.5723193
30.2365943,-93.3773783
40.6938609,-89.5891008
40.2001133,-74.0279152
30.5217116,-97.827833
-42.8825088,147.3281233
36.9479966,-81.0869747
30.5254692,-89.6795084
40.8687097,-73.0014946
40.8534318,-73.4115091
30.778688,-88.2588427
46.2303063,7.6605757
52.707755,-2.7540658
40.4967329,-80.6067392
38.5536601,-89.5384209
40.8948212,-74.4329314
33.110156,-97.17975755365843
33.8595492,-84.683824
33.9004572,-98.5020777
37.8017879,-80.4456303
36.3728538,-94.2088172
43.1524574,-93.2017941
50.97595295,-4.485571469951127
40.518157,-74.4113926
26.3586885,-80.0830984
42.9632405,-85.6678639
34.02332,-84.360022
40.1799111,-76.1789242
36.7568327,-90.3957115
38.2722313,-90.1792484
29.7911185,-95.50315788109192
32.5007031,-94.74049
40.9414874,-73.9593041
46.2017559,6.1466014
38.3644324,-86.8870278
38.5961694,-90.5387318
29.7857853,-95.8243956
32.9761045,-96.331334
41.504879,-73.9696822
43.2219088,-87.9822969
34.6125971,-83.5248933
34.4233293,-118.4720281
32.7666103,-96.599472
48.0517429,-122.1768209
44.0206919,-88.5408574
48.8437412,2.219344
37.8708393,-122.272863
40.844265,-74.58572175018249
36.0625843,-94.1574328
39.8937247,-74.9354441
40.8223223,-74.1598663
35.4729886,-97.5170536
38.4925809,-82.6901626
40.8767648,-73.3245614
30.3118769,-95.4560512
38.1839705,-83.4326841
37.4792672,-82.5187629
39.9403453,-82.0131924
37.6390972,-120.9968782
64.077084,10.94250352756029
40.4631789,-88.8196613
37.8044557,-122.271356
27.3365805,-82.5308545
30.4065868,-87.6835974
33.8750629,35.843409
45.3133772,7.3896883
41.8505874,-87.7936685
28.0222435,-81.7328568
43.646067,-108.212043
38.4251958,-88.4197678
53.550341,10.000654
34.6859788,-84.452696
44.2767596,-92.2018164
38.4417575,-81.9168002
29.8832105,-97.6736292
39.2127031,-78.279166
50.8036831,-1.075614
37.9716898,-100.8726618
33.9404441,-118.1292846
31.1171441,-97.727796
37.9885936,-85.7158246
34.1362075,-118.0401497
38.882334,-77.1710914
52.1159559,-2.3258985
41.2222218,-73.0570603
34.1866193,-118.4486675
47.2820623,6.6655859
42.138889,-87.9310944
31.2012636,-97.7084250211076
32.9412363,-97.1341783
42.05548745,-83.94789105678441
51.546055800000005,-0.2537791389340719
42.8507588,-72.5572913
34.4358295,-119.8276389
33.3711244,-98.7566946
30.4380832,-84.2809332
40.7681926,-73.5238207
35.9556924,-80.0053176
42.2964859,-71.2925571
30.6204939,-86.1912678
41.7003302,-88.0717708
29.9691116,-95.6971686
40.7542619,-75.5987971
38.8838856,-94.81887
44.0839937,-93.2261076
20.763395,-156.44639965521395
42.1655801,-88.2942493
42.3317642,-71.1211635
37.226611,-121.9746797
41.8878145,-87.7887615
42.1105779,-88.0336888
35.7454291,-81.6870837
32.3086744,-90.1983063
29.5541432,-81.2207673
42.1294712,-80.0852695
39.8266503,-97.6580834
41.2230048,-111.9738429
38.81050355,-76.95000596047004
36.9092773,-121.7529071
42.5941052,-86.1045955
41.4398205,-72.0142421
30.1600827,-85.6545729
54.8948478,-2.9362311
36.0959715,-79.2669619
35.0717945,-81.6498195
46.2067583,-119.76916
42.5876342,-72.6002068
42.6990351,-73.1118996
32.7410762,-101.9576048
41.6017554,-75.1498944
42.5792583,-71.4378411
44.8178131,20.4568974
44.5655503,33.45959860374677
42.3494151,-71.2262454
42.0289319,-87.8122348
42.7006303,-74.924321
34.5328484,-83.9845723
40.7510398,-92.4143872
39.3331197,-82.9824019
45.5113515,-92.9802176
53.6829541,-1.4967286
5.8761736,-75.6915506750999
29.6196787,-95.6349463
37.7992131,-88.2611509
34.0922335,-117.435048
31.2237434,-85.3933906
44.694285,-75.486374
42.0112329,-87.8406031
35.0073697,-80.9450759
42.8125913,-70.8772751
33.9708782,-118.030839
40.5508527,-105.0668085
29.834772,-94.1704496
41.9075282,-88.5992494
45.1660744,-96.1711592
47.88338804999999,-55.76861996265019
39.063956,-108.5507317
40.2854881,-76.6506001
32.6400541,-117.0841955
34.0514898,-84.0712997
43.5278546,-71.470351
36.1563122,-95.9927516
34.6896728,-77.1232174
32.8234621,-97.1705678
40.0271453,-78.5237447
34.0124425,-85.2559398
38.9107156,-94.3821295
26.4381474,-81.8067537
30.3466423,-86.2307992
35.3540209,-120.3757163
42.3459271,-71.5522874
41.2331116,-80.4934035
49.5344534,-1.529802
31.0834452,-95.1219348
41.4117626,-93.6479872
40.8682487,-88.5631125
46.601557,-120.510842
40.2663107,-76.8861122
34.2677404,-118.7538071
28.0653422,-81.7888642
41.7809588,-71.4371257
41.0225273,-73.9486643
48.6298618,-3.3007868
38.97776585,-76.31893928440874
33.5942438,-99.2603073
42.0255827,-88.1784085
39.766098,-105.0772063
29.1438582,-95.6452249
34.7229391,-76.7260436
41.394817,-73.4540111
32.44645,-99.7475905
21.9769622,-159.3687721
38.3172715,-88.9031201
51.5074889,-0.1622366830806721
40.372048,-75.292676
35.6571367,-97.4649038
41.0543573,-80.5917707
28.2144905,-82.44559288497652
53.5193105,-114.1385071
43.0993,-77.443014
41.0339862,-73.7629097
29.79641045,78.75147086956142
39.41484355,-76.79182399596584
38.0043667,-122.2988587
40.5462553,-74.4660408
25.7929198,-80.1353006
39.2699565,-81.5506916
32.0790074,-81.0921335
29.4436555,-97.5108636
42.6687673,-71.3034107
34.0562812,-78.8903044
34.2345615,-118.5369316
37.9960049,-101.3523356
45.5228939,-122.989827
35.7270403,-81.6632108
42.0602077,-91.4433793
36.8326402,-78.7333385
41.1305303,-82.591828
37.8845813,-4.7760138
44.883607,-68.672791
44.7670567,-93.2773887
35.6611904,-84.1721357
40.8871438,-74.0410865
34.033625,-117.0430865
34.0378903,-83.2126517
30.4007626,-88.8893818
33.4709714,-81.9748429
46.35270835,4.577608667704116
33.7038145,-117.9627349
35.4887476,-82.9888725
41.9674932,-93.8166642
40.6761472,-73.4696557
40.8062437,-76.8607084
38.4912207,-77.9618216
42.8142432,-73.9395687
38.9914109,-94.6332768
30.8829628,-87.7730474
42.6741189,-82.902901
35.0457219,-85.3094883
41.8779105,-84.5984396
40.7328811,-73.4458564
37.3893889,-122.0832101
43.0161693,-83.6900211
42.2713945,-89.093966
42.1666775,-71.3585805
28.8759024,-81.98457902636167
38.3084193,-85.6505526
40.8339907,-75.7135568
40.6631362,-73.7056955
42.5846773,-87.8212263
36.9621887,-78.125259
36.3134398,-82.3534728
45.1505185,-94.6830533
51.0347708,2.3772525
27.044224,-82.2359254
38.5890723,-121.302728
47.5289527,-121.827093
33.8389977,-83.9007382
38.5108112,-82.9180186
32.8401623,-117.2740777
44.1634663,-93.9993505
40.5863563,-122.391675
29.8462742,-103.2400734
37.3280037,-87.4986989
32.8546197,-79.9748103
41.2085598,-73.88079975775017
30.6696818,-81.4625919
40.9796683,-74.1194403
32.7066301,35.3048161
33.44667445,-94.07714830522016
40.569335,-74.31511249016258
43.0116784,-88.2314813
39.7085736,-105.0846694
38.9742502,-94.6851702
59.0397222,-158.4575
43.8020626,-83.0004744
42.4264859,-70.9189371
40.660238,-73.526597
32.3669656,-86.3006485
38.2120144,-85.2235666
41.878711,-71.3825558
42.3334312,-71.0494949
40.7856117,-74.0093129
40.1745538,-74.9226665
43.1009031,-75.2326641
36.5277607,-87.3588703
37.3024713,-78.3923813
40.7809343,-73.6765187
34.1976308,-119.1803818
40.8312096,-73.029552
52.4009309,13.0591397
41.4833235,-93.7624442
40.7695457,-74.0204177
40.7754477,-73.982069
51.753051,-0.3379675
44.8546856,-93.470786
42.0775022,-78.4298248
40.8584328,-74.1637553
32.2193332,-110.708453
40.7656539,-73.0151084
61.5995703,-149.11109
40.9230477,-74.3433955
30.8610204,-88.4277926
41.7075394,-86.8950297
53.4071991,-2.99168
27.9908529,-82.6931553
37.7112205,-82.183332
44.7319094,-93.21772
33.1632162,-96.3603548
26.5256179,-80.0666026
36.150143400000005,-109.56706853699023
29.299328,-94.7945882
37.1903448,-95.2971928
30.2828398,-87.62460710389821
40.3977612,-105.0749801
39.8695516,-104.985181
42.1390327,-72.7584859
28.6987064,-81.3054759
30.3674198,-89.0928155
41.7065539,-73.9283672
40.5792701,-74.4115401
36.550238,-82.5594293
37.9060368,-122.5449763
30.0856736,-94.7856262
36.9903199,-86.4436018
59.6440876,-151.5401477
42.8631868,-73.7812103
60.7922222,-161.7558333
40.2795476,-75.3871206
31.4649685,-100.4405094
33.6654913,-116.27769556269428
27.4989278,-82.5748194
41.9044574,-91.2546067
41.4964761,-72.5587892
30.5774119,-90.4831456
40.7074705,-73.6759392
37.3319664,-78.008448
6.8137426,-58.1624465
37.836274,-81.20561228902184
43.216505,-123.3417381
25.8575963,-80.2781057
42.2694308,-71.6129907
42.2505943,-83.1785361
38.7521235,-121.2880059
47.6694141,-122.1238767
33.1838787,-97.1413417
47.9793437,-122.2127011
29.7028266,-98.1257348
30.4494155,-91.1869659
37.6688205,-122.080796
36.3274502,-119.6456844
50.000678,-86.000977
51.8653705,-2.2458192
37.2333253,-121.6846349
42.8858503,-87.8631362
31.5730108,-83.2624513
40.7887609,-76.5585175
37.270973,-79.9414313
33.7123305,-84.1051939
37.1000973,-84.1148273
39.9868117,-75.4007633
44.985624,-92.9645794
37.104153,-113.5841313
33.6169035,-112.28011795781
39.9526127,-74.9923915
34.035591,-118.689423
36.200055,-86.5186054
34.1684364,-118.6058382
34.9498007,-81.9320157
43.853633,-83.964987
42.5361805,-92.447758
39.9811853,-79.9933859
40.6178915,-75.3786521
33.0283854,-97.0867203
40.2452976,-75.6496424
33.8901036,-84.1429719
32.0723862,-84.2326876
45.917176,-89.244299
40.9864261,-75.1946649
48.7544012,-122.478836
41.2709274,-73.7776336
42.7337712,-84.5553805
32.5233959,-94.3982158
40.6639916,-74.2107006
40.7896239,-73.9598939
33.2115087,-92.6650144
42.2625621,-71.8018877
38.6779591,-121.1760583
41.0095417,-74.1729222
40.7750395,-90.8320824
41.1613168,-73.8620367
39.9788017,-86.1189257
32.831563,-96.80077329849314
44.0505054,-123.0950506
34.769536,-92.2670941
33.9188589,-118.3483256
41.4899827,-71.3137707
40.6022059,-75.4712794
40.9470432,-73.0295495
42.8620287,-112.450627
34.3387802,-78.7030721
39.9184461,-75.2590721
38.901711,-87.6716922
41.7010642,-71.1546367
51.5004439,-0.1265398
42.3652226,-71.1843771
34.8150907,-92.2243153
39.6296809,-79.9559437
36.1198589,-80.0736533
33.7500378,-117.8704931
42.1911969,-74.9946083
42.0664167,-87.9372908
40.2397986,-78.8350223
35.7882893,-78.7812081
41.464498,-81.508732
44.9596017,-89.6298239
40.7314538,-79.7458838
41.0534302,-73.5387341
29.5957696,-90.7195348
42.3861485,-82.9118591
38.5896187,-89.420064
51.4758453,-0.0215164
43.8801166,-79.4392925
37.8347342,-97.3733759
49.2608724,-123.113952
34.2011078,-118.5978087
40.6916081,-75.2099866
41.3844964,-83.3204807
41.0128704,-72.3129721
34.5793131,-118.1171108
59.9412076,30.315486515853937
39.6161124,-106.7172844
32.2960289,-81.2353905
41.5099805,-71.7196158305
40.8428759,-73.2928943
30.0996471,-91.9901206
39.8246756,-74.14797006102577
41.1348213,-81.4848086
41.9575285,-88.0809036
32.5357073,-93.4110049
41.5329762,-79.2640912
47.5852476,7.2770871
40.7474784,-92.3965311
28.0205733,-97.0544341
45.839855,-119.7005834
39.6065073,-75.8330934
26.9297836,-82.0453664
46.7729322,-92.1251218
41.811108,-87.8232695
43.9887507,-92.2292396
30.45335,-91.2100569
48.0074736,-121.7304882
34.6175679,-89.9687011
33.0136764,-96.6925096
44.8277446,-92.9438218
29.5074538,-95.0949303
44.2602164,-72.575114
-30.3154739,-61.1645076
42.2417669,-70.8897676
30.5955289,-96.3071042
13.0836939,80.270186
32.8295183,-96.9442177
48.5536972,-109.677802
35.8667112,-83.5620518
38.049365,-122.1585777
54.9978678,-7.3213056
42.36837,-83.3527097
26.715364,-80.0532942
55.833333,-3.083333
43.1284071,-73.8465114
51.0690613,-1.7954134
29.9978185,-83.2221527
34.2006552,-118.536528
42.0055985,-87.735572
27.4467056,-80.3256056
42.3492219,-71.0678965
53.2782273,-4.33133929345189
37.4519671,-122.177992
30.155216,-95.2113221
36.0525993,-95.7908195
41.7571701,-88.3147539
36.7014631,-118.755997
33.7556593,-96.536658
40.4539249,-74.476545
34.1742611,-97.1436254
41.1595399,-73.764855
35.1987522,-111.651822
43.100482,-70.834351
28.6122187,-80.8075538
42.0410578,-74.1182492
45.0463808,-87.2970501
39.9547861,-82.8121191
40.1117174,-88.207301
35.9522852,-86.6694413
51.456659,-0.9696512
41.7478297,-91.6064397
40.7035917,-104.7808024
45.8485802,-64.1832317
-41.2887953,174.7772114
33.3062031,-111.8411851
30.0035365,-91.8187285
28.2918995,-81.4075838
42.2836393,-71.346996
40.3470543,-74.0643065
33.9694561,-118.1503953
36.3487756,-82.2107617
40.126139,-82.9295287
40.6584358,-74.2995923
40.4714305,-90.1845556
32.3582062,-101.012806
40.8509333,-73.9701382
51.7345329,0.4730532
40.8257072,-73.6958069
32.1618488,-80.7512616
40.9999202,-80.3471856
40.2433676,-88.6425668
35.8148236,-101.34844
28.5710156,-82.4605068
52.0941323,1.3199383
39.548935,-89.294533
43.5944677,-83.8888648
45.6794293,-111.044047
29.1589961,-98.1251465
31.3271189,-89.2903392
34.3988838,-119.5184564
41.4153313,-81.565956
30.5777511,-98.2756505
49.6145456,2.4515315
40.9256538,-73.140943
41.0349847,-111.9383931
50.7255794,-3.5269497
35.2979543,-99.6399648
-5.2245897,151.55696765353173
31.5604076,-91.403171
40.7215682,-74.047455
42.6389216,-83.2910468
